Steps 53
logT
VS
Propresion_del_nodo 110
0                                       0
0                                       0
0.1                    -0.139211423985841
0.2                    -0.277630609177801
0.3                     -0.41533772293218
0.4                    -0.552410415668517
0.5                    -0.688923146277243
0.6                    -0.824946699986127
0.7                     -0.96054786269286
0.8                     -1.09578922165702
0.9                     -1.23072906741904
1                       -1.36542137602561
2                       -1.32801273929762
3                       -1.35061378459377
4                       -1.37004041782104
5                        -1.3797679526072
6                       -1.38027816378953
7                        -1.3731928125672
8                       -1.36014648578738
9                       -1.34254507961063
10                      -1.32153403337406
20                     -0.944049426339252
30                     -0.687236710206394
40                     -0.518557351982134
50                      -0.38373651227533
60                     -0.278561230062612
70                      -0.19552137772192
80                     -0.129558111022976
90                    -0.0768017107338049
100                   -0.0342488054855571
200                     0.264415179111733
300                     0.236546473596666
400                      0.28952511671377
500                     0.322644455586559
600                     0.350283138687454
700                     0.372220675001877
800                     0.389801226497298
900                     0.403859728462214
1000                    0.415112665275699
2000                    0.484024582942133
3000                    0.459262208863229
4000                    0.460540791690731
5000                    0.460445826620595
6000                    0.460456784779463
7000                    0.460454028071907
8000                    0.460455968878806
9000                    0.460454032615204
10000                    0.46045604345961
20000                   0.460453084971964
30000                   0.460457000292666
40000                    0.46045309191735
50000                   0.460457032792728
60000                   0.460453099212797
